Epoch,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,AverageEpCost,StdEpCost,MaxEpCost,MinEpCost,CumulativeCost,CostRate,AverageLossPi,StdLossPi,MaxLossPi,MinLossPi,AverageLossQR1,StdLossQR1,MaxLossQR1,MinLossQR1,AverageLossQC,StdLossQC,MaxLossQC,MinLossQC,AverageLossQCVar,StdLossQCVar,MaxLossQCVar,MinLossQCVar,AveragePiEntropy,StdPiEntropy,MaxPiEntropy,MinPiEntropy,TotalTime
58,-2822007.807,39560.2506000000,-2025118.19,-3704355.158,44092.3500000000,-1991.1036,55485.4183639218,32942.8755000000,23031576,11861.9789612097,303720200,18008038,356680670,256513820,12157097000.0000,1722714100.00000,18651017000.0000,8572672000.00000,340374.750000000,44953.7970000000,503318.200000000,246128.020000000,559748,85679.5300000000,995204.400000000,407147.440000000,-7590.3486,271.649720000000,-6712.8965,-8489.408,520.796131610870
59,-2809775.886,93582.2005600000,-2177698.579,-3953269.416,43558.8220000000,-1273.57188,56047.9969873383,32002.4325000000,23717972,11882.2598577893,300271970,17008214,340461570,269145340,12600779000.0000,1630150900.00000,17362680000.0000,9308008000.00000,334199.030000000,41176.4060000000,484618.700000000,245605,545339.600000000,77044.0600000000,819307.750000000,370558.800000000,-7397.2734,209.136100000000,-6961.2036,-7941.2363,528.613857984543
60,-2808934.323,55687.0956457143,-2175926.438,-3939544.672,43496.9600000000,-1819.0673,54750.1731157878,32219.6835000000,24403188,11893.2994278449,301195330,18866938,365657600,257123970,13212040000.0000,1722292600.00000,17780097000.0000,8771822000.00000,354613.600000000,45416.1130000000,477375.300000000,225750.750000000,553659.900000000,95927.0900000000,938565.900000000,396703.720000000,-7358.35,315.626860000000,-6724.9404,-8493.023,538.985095739365
61,-2812036.061,55765.6206457143,-2162056.229,-3913230.704,43779.1840000000,-1889.27642,55199.4692492637,32547.6795000000,25092836,11897.3458411507,299576420,20625128,356152930,258619870,13873755000.0000,1761231500.00000,17611315000.0000,9327167000.00000,347901.940000000,44309.2730000000,474578.940000000,249569.140000000,547176.750000000,85339.1950000000,788801.900000000,392381.940000000,-7076.9297,266.935600000000,-6441.449,-7876.2188,546.927046298981
62,-2768166.476,59098.6545771429,-2161898.627,-3908761.069,42767.7720000000,-1711.6904,54182.5653877597,31612.8285000000,25767236,11945.1556923077,294262600,20517742,343530240,237196340,14542548000.0000,1580548900.00000,18723865000.0000,10164463000.0000,349469.600000000,45980.5620000000,466218.470000000,244556.810000000,536350.900000000,85802,829799.600000000,358547.700000000,-7181.1235,239.255550000000,-6583.716,-7673.293,557.294625759125
63,-2730322.176,44899.2598914286,-2169804.997,-3925576.952,42244.2340000000,-2062.20162,53050.8365312690,31608.7095000000,26433942,12017.6486977589,292897570,19130368,343206400,249838780,14794217000.0000,1906866700.00000,19439100000.0000,11322583000.0000,337524.400000000,50197.7850000000,506621.940000000,252860.970000000,535315.750000000,88480.4700000000,896395.500000000,411830.400000000,-7156.4443,238.502530000000,-6608.63,-7811.665,565.158473014832
64,-2803853.294,97070.9198114286,-2163310.409,-3918040.52,43814.8540000000,-1179.39092,55925.5401797853,31794.4335000000,27124614,12025.9033989267,293824200,18025228,334369380,249755200,15156101000.0000,1722547800.00000,19824687000.0000,11527541000.0000,335152.900000000,43343.3360000000,456035.700000000,242668.640000000,533712.940000000,78857.4300000000,772239.200000000,352232.340000000,-7053.6,215.589970000000,-6596.614,-7678.075,575.566849708557
65,-2853470.109,49907.2784114286,-2151467.579,-3888123.599,44742.5720000000,-1951.74184,56348.4088333020,33362.3700000000,27828450,11966.6670581327,290055600,17680626,334877820,257135660,15917842000.0000,1969363700.00000,24024984000.0000,12447855000.0000,340202.440000000,51407.8750000000,475676.400000000,228865.800000000,541384.700000000,79834.9900000000,766134.940000000,390017.440000000,-6919.6616,219.620250000000,-6257.284,-7368.138,583.432553052902
66,-2766623.713,94945.8498057143,-2147937.2,-3876918.116,42868.9000000000,-1539.3251,54289.8999918126,31456.0530000000,28503878,11891.3499132447,288336580,15891374,345807600,247201550,16470806000.0000,2049165300.00000,23116070000.0000,11997342000.0000,332170.500000000,41813.3670000000,448538.720000000,216891.550000000,536671,72129.2400000000,806824.750000000,353113.060000000,-6922.2046,192.550600000000,-6510.7676,-7390.9966,593.821356773377
67,-2689384.786,44991.2226400000,-2052613.86,-3828718.607,41747.7280000000,-1876.84124,52714.4386553107,31038.9075000000,29163148,11813.5407407407,286412200,21113630,337849400,229684050,17002699000.0000,1834841900.00000,21870672000.0000,13373545000.0000,342032.780000000,51409.8160000000,505695.940000000,255260.810000000,545053.200000000,97046.7340000000,1018891.25000000,372701.880000000,-7150.825,262.139860000000,-6682.6587,-7819.058,601.698165893555
68,-2703549.792,50138.4355028571,-1873172.603,-3488749.837,42157.6240000000,-1961.8792,53007.3473237898,31376.8215000000,29828818,11735.9292532285,286850080,16998128,329297150,250846910,18000364000.0000,2175562000.00000,24940673000.0000,12261463000.0000,339358.160000000,49096.6900000000,512669,213334.880000000,537011.400000000,75888.7900000000,809049.200000000,399604.160000000,-7609.089,451.150420000000,-6766.2295,-8874.715,611.996151208878
69,-2203430.726,523531.825342857,-1699209.372,-3151768.924,28780.1100000000,7299.70400000000,52756.9484972434,16202.6310000000,30292698,11662.6596568899,286012350,20618378,324522100,240456960,19366533000.0000,2812941800.00000,27764339000.0000,14027246000.0000,342720.470000000,52306.9260000000,536030.400000000,220750.230000000,564488.300000000,102033.500000000,868571.700000000,411744.700000000,-7675.7734,217.424710000000,-7165.799,-8273.988,619.882074117661
70,-1727365.712,58831.9545885714,-1540134.698,-2856412.848,17518.3700000000,-1926.1429,22377.5446756650,12954.4851000000,30588550,11594.6077468631,286388860,17588888,334849340,244167090,19501056000.0000,2374090200.00000,26505374000.0000,14219668000.0000,325809.800000000,42906.5270000000,449763.060000000,210873.170000000,535815.440000000,71778.3360000000,771862.300000000,376769.120000000,-7748.1,241.488140000000,-7133.4937,-8326.862,630.288333892822
71,-1674811.486,47115.7864857143,-1388135.176,-2603491.04,16721.4060000000,-1998.76132,21233.6018590483,12372.9246000000,30872114,11516.3076923077,286021300,16741078,331684640,247493020,20728336000.0000,2690837200.00000,31932928000.0000,15313916000.0000,336969.970000000,47899.1520000000,511360.900000000,237480.720000000,547797.440000000,81381.4000000000,792119.900000000,393382.840000000,-7866.495,330.983000000000,-7320.2607,-8636.399,638.170211076737
72,-1690679.901,59465.1190514286,-1318314.93,-2343865.948,16779.4890000000,-1757.8081,21625.5432973867,12163.6350000000,31156872,11435.8355437666,284048200,18448168,340192800,238281280,22300010000.0000,2617499600.00000,30426335000.0000,16530433000.0000,328982.300000000,46045.8670000000,478688.700000000,211770.810000000,541302.200000000,83331.8000000000,927371.600000000,405966.940000000,-7926.565,355.206480000000,-7293.4023,-9048.383,648.537477970123
73,-1749117.822,146548.891257143,-1320885.671,-2345181.968,18754.0172000000,-171.526,26907.2192406738,12542.6610000000,31471488,11383.9413919414,287593100,21247182,332506700,246126580,22031700000.0000,2637551400.00000,31666686000.0000,17947253000.0000,335499.440000000,55541.7270000000,508800.300000000,234984.530000000,554657.300000000,96584.8500000000,821232.700000000,386948.500000000,-7616.5615,322.741850000000,-6786,-8129.918,656.442245721817
74,-1762671.828,93538.6585120000,-1331515.712,-2371035.493,19772.7800000000,-1150.726,26549.6644389032,14128.3980000000,31801330,11318.8156943727,284577730,16880884,332841600,244170990,23316752000.0000,2554537000.00000,30958643000.0000,16687655000.0000,329445.060000000,45289.0230000000,441489.300000000,190403.440000000,539628.100000000,78972.1300000000,743834.600000000,364820.030000000,-7725.172,232.200450000000,-7096.3564,-8207.288,666.864787817001
75,-1739102.44,48178.9822457143,-1339798.696,-2383835.406,18937.4800000000,-2043.848046,23938.7256420685,14083.3845000000,32118132,11263.2745797249,285519650,15041406,329237100,247889300,25181303000.0000,3017407000.00000,32300941000.0000,18132957000.0000,333903.060000000,44640.5820000000,423176.600000000,247236.970000000,541599.900000000,58678.6250000000,696140.200000000,425748.400000000,-7620.236,288.093600000000,-7040.4897,-8218.308,674.736748218536
76,-1736970.185,57310.2369034286,-1340899.082,-2353419.794,19293.5890000000,-1921.96934,24609.5068501633,14307.6450000000,32440778,11203.9517345400,282352800,15127052,317983260,232749070,26125492000.0000,2848470000.00000,35252912000.0000,18989462000.0000,332165.030000000,41106.0660000000,444860.340000000,243344.170000000,541917.700000000,77391.4140000000,813835.700000000,358541.700000000,-7575.878,243.787810000000,-6952.346,-8097.9233,685.172846555710
77,-1738220.243,42932.4027657143,-1340120.726,-2333120.556,19167.4620000000,-2035.070508,24245.0355631812,14255.7345000000,32761128,11229.7588089330,280495230,16014671,318555780,239536640,27119946000.0000,3128201500.00000,36331080000.0000,20133143000.0000,317734.800000000,43467.5040000000,412084.380000000,220175.810000000,529207.900000000,78434.4700000000,760389.800000000,382517.620000000,-7926.0283,261.582550000000,-7286.9595,-8437.922,692.995063066483
78,-1751817.057,49431.9655428572,-1339578.878,-2329126.135,19441.1920000000,-1955.82912,24713.7817811157,14388.2655000000,33085588,11241.1611954924,280279200,17213314,321003200,227003820,27816186000.0000,3061790500.00000,36062780000.0000,19526930000.0000,313988.280000000,43109.3120000000,447265.720000000,202881.270000000,522233.300000000,75129.5100000000,824565,332323.340000000,-8136.944,307.183930000000,-7480.0513,-8817.791,703.415442466736
79,-1753678.469,57356.9511771429,-1343128.249,-2329905.406,19160.7040000000,-1800.8357,24657.2140039606,14137.8105000000,33406136,11201.8306724722,277982660,14236117,305996220,245855070,30525060000.0000,3856802800.00000,42407973000.0000,21469874000.0000,308753.030000000,42628.9450000000,417226.440000000,225695.380000000,519202.200000000,68629.5000000000,682898.600000000,358377.250000000,-8284.842,266.782780000000,-7510.1543,-8863.18,711.293497085571
80,-1731636.218,54907.8981771429,-1353188.363,-2346055.909,18658.5620000000,-1855.58444,23636.3192317093,13628.6445000000,33718944,11147.2795031056,279822800,16081118,316368450,243581400,30819883000.0000,3723143000.00000,40842890000.0000,22533240000.0000,318816.840000000,46735.0300000000,472344.500000000,214681.380000000,530113.400000000,81207.6500000000,719798.750000000,324039.880000000,-8074.284,384.691930000000,-7287.699,-8956.094,721.635204553604
81,-1755122.455,48217.2691622857,-1357423.542,-2359486.109,19591.4800000000,-2130.1302,24593.5717143557,14626.9680000000,34045696,11110.5087305333,277729120,19451764,333659600,226535920,31576920000.0000,3733675800.00000,42978760000.0000,23671800000.0000,316634.500000000,41788.4730000000,446311.250000000,226608.860000000,527671.200000000,87496.8800000000,903429.400000000,341859.940000000,-8029.047,245.831040000000,-7443.452,-8571.986,729.492716312408
82,-1797112.458,39534.7259862857,-1359564.523,-2358500.499,19882.5240000000,-2080.99154,25041.4342018932,14805.2775000000,34376924,11085.7361305361,276835400,19000206,323255600,237011620,32991592000.0000,4312046000.00000,47066665000.0000,21967616000.0000,304721.160000000,46451.2100000000,517677.220000000,211208.690000000,512048.250000000,83779.4900000000,812560.060000000,366539.720000000,-7899.964,264.260380000000,-7179.6343,-8437.083,739.939578056335
83,-1774350.665,74983.4878742857,-1399873.848,-2461400.833,19196.1880000000,-1589.4621,25074.6754443156,14042.0670000000,34697932,11086.7305389222,277865280,15438209,311061440,231731100,32864883000.0000,3521129200.00000,41833103000.0000,25883710000.0000,285355.660000000,39629.4450000000,392149.940000000,208641,491072.500000000,69686.2200000000,711454.560000000,359573.220000000,-8079.056,283.134500000000,-7487.481,-8676.422,747.838230133057
84,-1763170.01,66660.8636114286,-1527211.753,-2721226.832,19033.0300000000,-1725.29028,24262.5166916165,13772.4975000000,35016370,11091.1242603550,275469980,13978545,320092860,247078530,35179600000.0000,4637408000.00000,49567105000.0000,24156363000.0000,281954.380000000,40051.4140000000,380908.840000000,188320.840000000,481860.160000000,64672.2930000000,702402.060000000,343833.530000000,-8137.9766,389.998930000000,-7385.4863,-9052.626,758.221439361572
85,-1979726.034,204555.880172571,-1643256.504,-2953982.918,24350.0800000000,781.166600000001,33456.9929437896,15112.2562500000,35414670,11097.9514170041,272135330,13341171,303621300,240881400,36851360000.0000,4308078000.00000,50378990000.0000,26957320000.0000,285157.660000000,37708.1370000000,371488.200000000,192907.050000000,476417.700000000,61347.8360000000,627320.700000000,326678.500000000,-8057.9204,288.584380000000,-7384.0957,-8805.416,766.126008749008
86,-2547186.471,122841.442391429,-1679417.444,-3144579.705,38128.7380000000,-808.96152,50086.8592008285,27654.6090000000,36019650,11110.2730102268,265412700,15971659,307220160,219789070,37256188000.0000,4325227000.00000,50194006000.0000,28058198000.0000,279762.620000000,37398.8000000000,408642.970000000,199100.830000000,462555.060000000,73172.8600000000,761051.600000000,320681.220000000,-8106.7,310.284500000000,-7362.7314,-8892.695,776.552516460419
87,-2518639.294,92244.6582800000,-1652393.604,-3129303.318,38815.4900000000,-624.2476,51296.5679627270,28155.0420000000,36634932,11119.2184615385,262859520,13739934,303345660,229888400,39215380000.0000,4336227300.00000,53990543000.0000,28333982000.0000,271401.940000000,37860.9340000000,372249.300000000,171041.620000000,455944.800000000,68432.0100000000,676971.750000000,303265.660000000,-8350.368,231.736880000000,-7769.715,-8989.389,784.355749130249
88,-1996648.184,482409.288371429,-1579648.297,-2963185.568,26397.0600000000,6082.78800000000,47281.6617294786,13839.3060000000,37063900,11117.7731421121,260301340,14228463,297801900,217075520,39261884000.0000,4839364600.00000,52168405000.0000,27514255000.0000,262700.780000000,36055.2270000000,359057.440000000,168903.750000000,437815.340000000,60602.5000000000,639225.440000000,279894.700000000,-8471.693,388.093140000000,-7431.0654,-9402.391,794.764801502228
89,-1590606.625,149703.242611429,-1434945.392,-2670748.738,17170.6980000000,-100.9474,25171.7330010772,11674.9845000000,37354280,11089.9484314568,255484110,15772901,290766940,210651120,40680990000.0000,4959542300.00000,53478842000.0000,28791095000.0000,275731.440000000,40438.2030000000,400653.250000000,180311.520000000,441907.400000000,72026.9700000000,652452.900000000,289922.340000000,-8602.034,290.755600000000,-8017.2266,-9319.197,802.598679304123
90,-1521446.931,40613.3289125714,-1278070.264,-2361929.263,15276.0080000000,-2180.646245,19130.5867775165,11443.8615000000,37616588,11077.5410114747,252543070,16995904,290002980,216162260,43192345000.0000,5128547000.00000,57272550000.0000,31620940000.0000,254799.050000000,39903.0100000000,370181.340000000,173896.560000000,413070.560000000,74502.6200000000,723308.700000000,271217.880000000,-8784.219,317.912900000000,-8078.652,-9836.107,813.098392248154
91,-1639215.322,87070.5657354286,-1217655.338,-2173259.839,17156.8620000000,-1439.86708,22120.4280587900,12061.4040000000,37906730,11060.6263135771,249101800,12655761,283931940,221192420,43436286000.0000,5230494700.00000,57834406000.0000,32755840000.0000,250231.030000000,31913.4650000000,330363.200000000,176465.700000000,407609.840000000,60191.2030000000,624546.700000000,286566,-8499.445,284.928860000000,-7837.882,-9328.909,821.015852212906
92,-1534634.17,56395.0255371429,-1248897.012,-2245908.486,15031.1560000000,-1764.70894,19556.9778448917,11006.4270000000,38165364,11004.1130977131,245249200,14103368,279002600,211452320,47089533000.0000,5761765000.00000,67027775000.0000,32800240000.0000,244167.120000000,34854.1520000000,331421.060000000,172926.500000000,393705.750000000,61383.6680000000,571696.250000000,270541.500000000,-8477.39,365.451720000000,-7592.0337,-9358.512,831.459433794022
93,-1615561.253,236231.474817143,-1335392.17,-2462003.62,16612.4760000000,1248.70120000000,26817.3906358151,10253.6167500000,38447988,10980.4055944056,244472060,13528039,282286140,212165940,47172320000.0000,5966302700.00000,62910095000.0000,33780318000.0000,239139.120000000,32528.3260000000,331630.970000000,169912.880000000,392677.030000000,65919.8400000000,613188.900000000,276387.780000000,-8833.229,407.240600000000,-7928.2295,-9669.231,839.331590652466
94,-1782414.868,203049.374049143,-1377207.045,-2586117.952,20798.2700000000,907.666600000001,31487.9594315541,13826.1675000000,38792450,10956.5877085877,240121420,14869673,273069700,206933040,48183370000.0000,6327577000.00000,69109580000.0000,30761605000.0000,244813.720000000,37220.3800000000,346729.440000000,171032.470000000,380547.840000000,51246.3950000000,507725.560000000,255713.860000000,-8789.586,330.203000000000,-7951.2085,-9510.146,849.771897554398
95,-2058630.383,382133.409154286,-1380574.01,-2616389.58,26589.4160000000,3344.53040000000,38375.3507321024,14063.5125000000,39224170,10917.8767619815,238585550,12892778,268374140,204080270,48398010000.0000,4714622500.00000,61535633000.0000,38383845000.0000,246097.080000000,31063.8140000000,323522.500000000,183755.780000000,375850.880000000,58502.3240000000,585984.060000000,228895.890000000,-8852.697,334.752780000000,-8176.8364,-9431.708,857.702596187592
96,-1897187.455,212835.646042857,-1377322.388,-2565700.065,23353.5328000000,881.879400000002,34564.4670374537,15428.6460000000,39607564,10909.9529693105,233260960,11883273,274055580,206221500,52094140000.0000,6378252000.00000,69891020000.0000,37276980000.0000,221752.050000000,29038.7320000000,291310.750000000,146196.450000000,346805.660000000,49271.3830000000,543131.440000000,243882.600000000,-8906.006,339.867520000000,-7991.8574,-9706.397,868.142253637314
97,-1552346.838,128433.747200000,-1341772.392,-2451969.308,14797.8380000000,-880.3417,20822.8808476018,10294.2774000000,39862332,10900.2579881657,230842580,13497382,272403940,199170190,54248800000.0000,7102548500.00000,76399460000.0000,35864564000.0000,227342.550000000,34793.7970000000,361436.060000000,174839.780000000,345895.160000000,59609.1840000000,600450.560000000,236750.100000000,-8812.945,224.202210000000,-8394.685,-9299.981,876.052824497223
98,-1591947.247,97732.7972285714,-1274761.358,-2271098.575,15728.5300000000,-1419.2296,20848.8846625405,11073.9810000000,40131604,10856.7418976962,227636050,15589434,281377800,192116530,56050024000.0000,6625296000.00000,71932510000.0000,37501997000.0000,226184.340000000,34672.3400000000,360063.440000000,141907.980000000,334328.120000000,55722.4900000000,571613.060000000,220069.340000000,-9495.58,293.675080000000,-8795.0205,-10256.772,886.494665622711
99,-1556975.056,59895.6677600000,-1265167.988,-2198398.756,15218.8500000000,-1968.13226,19343.9384822636,11184.5400000000,40392964,10801.4943950522,224532220,14090183,260171280,195121340,58612330000.0000,7974860300.00000,78900940000.0000,42470523000.0000,206837.030000000,31218.1580000000,292367.530000000,137830.810000000,319814.060000000,45792.4180000000,446815.700000000,214914.670000000,-9541.4,438.876220000000,-8639.626,-10403.385,894.378695249558
100,-1636597.644,44308.8966000000,-1299212.777,-2228966.184,17126.9120000000,-1925.05208,21886.4548067648,12651.2775000000,40682864,10750.4209720628,221106640,14622224,260855140,189183650,58480992000.0000,7152607700.00000,90787030000.0000,42000118000.0000,214398.840000000,28593.6800000000,314353.250000000,144844.080000000,312882.750000000,50421.1800000000,511317.100000000,222797.470000000,-9748.719,451.706570000000,-8964.616,-10775.477,904.677522659302
